#model: redshift_power=0
#SMF 
#z=0                   z=0.5                 z=1                 z=2                 z=3                 z=4
-2.50085602368 -2.59734824494 -2.72461314931 -3.09889409899 -3.54743479461 -4.17504889041
-2.6988058857 -2.79428964297 -2.95024909106 -3.37916887307 -3.89768281295 -4.66215436604
-2.94770763512 -3.05582300317 -3.23004310689 -3.74173979497 -4.38180896923 -5.51747157123
-3.19940823627 -3.35560466661 -3.57878509832 -4.16851802325 -5.06517390024 -5.8185015669
-3.4908021429 -3.71016209211 -3.98386896056 -4.66215436604 -5.69356283029 0.0
-3.81274923801 -4.12536110622 -4.55526013212 -5.4505247816 -6.29562282162 0.0
-4.14028678415 -4.5632290618 -4.99459282595 -5.99459282595 0.0 0.0
-4.55526013212 -5.01686922067 -5.59665281728 0.0 0.0 0.0
-4.88064947365 -5.21644157557 -5.51747157123 0.0 0.0 0.0
-5.21644157557 -6.29562282162 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#taudelay=1
-2.5711011945 -2.21698478325 -1.65798301626 -2.12665417506 -2.63637235285 -2.97134036632
-2.01139518202 -1.66958029961 -1.66942621616 -1.76702746392 -2.1139221172 -2.57126501739
-1.63972599485 -1.42401486374 -1.35554483682 -1.72169579708 -1.8184726149 -2.00712766984
-1.37462343873 -1.28716743882 -1.1528267859 -1.46049053457 -1.79245884589 -2.06660687885
-1.20896762876 -1.14307153343 -1.01562526447 -1.27220573178 -1.54356668724 -1.88064947365
-1.11393640814 -1.04203768775 -0.923799759136 -1.1393826926 -1.38555364405 -1.68409068773
-1.03746942184 -0.947121304703 -0.857446098555 -1.05183595068 -1.27710123588 -1.52231187492
-0.995612442482 -0.869453274583 -0.827733662357 -0.991951676954 -1.21839667574 -1.40339461041
-0.976916872414 -0.823892635866 -0.827334582911 -0.965083242857 -1.17736471088 -1.33204275001
-0.94899800914 -0.819622043181 -0.842211210026 -0.976756367315 -1.15800606052 -1.30468045946
-0.880905114471 -0.825824361234 -0.865186542023 -0.998100855105 -1.15941610363 -1.32209320051
-0.866987580982 -0.86073948727 -0.924058115079 -1.05566301625 -1.19152511101 -1.35379845196
-0.913087097983 -0.936098473825 -1.01468723848 -1.13726334547 -1.27931251602 -1.42358315364
-0.987895791924 -1.05547810482 -1.13473130704 -1.24986576535 -1.3908640113 -1.52889032055
-1.1100919988 -1.19887265839 -1.27200003174 -1.37314649283 -1.50495069556 -1.64320241081
-1.25991298379 -1.34005532452 -1.3988046007 -1.49806446322 -1.62784310337 -1.77997412791
-1.40785365728 -1.47019670385 -1.51725447826 -1.60892400416 -1.76260107087 -1.92724294999
-1.53062522233 -1.58676869305 -1.62830064374 -1.72101288028 -1.88240690626 -2.07215284046
-1.64002343384 -1.68831795084 -1.72960981364 -1.83968218017 -2.00305665065 -2.22829154141
-1.73337755369 -1.78798280205 -1.82893310574 -1.95428723644 -2.14489707503 -2.39849077824
-1.82197530176 -1.87655969713 -1.92878911338 -2.06645311908 -2.28774707785 -2.5963055206
-1.90452885535 -1.96836608619 -2.03688978441 -2.1953212176 -2.4382300107 -2.79360560679
-1.98226187037 -2.0595896745 -2.13419492083 -2.32723327977 -2.60711401396 -2.95221422781
-2.06415323119 -2.15260802136 -2.23183926102 -2.46651211146 -2.75617033007 -3.09014778488
-2.14915368855 -2.23180176527 -2.33940635237 -2.58830818803 -2.89508483223 -3.31471088384
-2.20709692919 -2.30214250255 -2.4120181607 -2.67820307488 -3.04789498871 -3.53974796595
-2.2239248764 -2.32784091354 -2.4699371136 -2.8233052753 -3.26381055029 -3.86748802759
-2.28253268349 -2.4339689514 -2.60180796773 -3.00647998569 -3.4908021429 -4.17504889041
-2.4741748026 -2.62306319385 -2.79074436221 -3.2475696485 -3.78240522155 -4.60542674159
-2.68114745553 -2.82447785646 -3.02587644849 -3.53144668923 -4.13425481938 -5.09150283896
-2.92919986439 -3.11235297794 -3.32854308747 -3.90823299528 -4.83322482372 -5.59665281728
-3.27278221074 -3.4605667199 -3.73095675737 -4.42056155823 -5.39253283463 0.0
-3.64726281064 -3.92455495935 -4.16528905312 -4.86425905746 -5.99459282595 0.0
-4.06009437471 -4.3365814293 -4.77710888174 -5.69356283029 0.0 0.0
-4.55526013212 -4.99459282595 -5.21644157557 -6.29562282162 0.0 0.0
-4.91541157991 -5.4505247816 -5.99459282595 0.0 0.0 0.0
-5.18167946931 -5.69356283029 -6.29562282162 0.0 0.0 0.0
-5.99459282595 -6.29562282162 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#taudelay=0
-2.8556588857 -2.5510169462 -1.72361136989 -2.13308828507 -2.63751598611 -2.9924267642
-2.42650849464 -2.13293895574 -1.83505570956 -1.78251180996 -2.11909748508 -2.57513275317
-2.26941652454 -1.88444099744 -1.59966858172 -1.78637996421 -1.82871073653 -2.01433940913
-2.06868798161 -1.82890344994 -1.48777672825 -1.58868325591 -1.83300024672 -2.07225669518
-1.85427337428 -1.63511782485 -1.37759248483 -1.47818967751 -1.62104640694 -1.92331851981
-1.66496108046 -1.46437391161 -1.26863221584 -1.39489529618 -1.51166924421 -1.76213038742
-1.50774454855 -1.30719319139 -1.17761947854 -1.30706832364 -1.43743464348 -1.65162761604
-1.40811804738 -1.20194203802 -1.13742623757 -1.22861523502 -1.38943867756 -1.55786580387
-1.37247728187 -1.17434866185 -1.14217078278 -1.18843321 -1.34208057309 -1.48483266732
-1.34919020838 -1.18772463366 -1.15894346684 -1.18954416844 -1.31166293688 -1.43775984494
-1.2994133344 -1.20140682419 -1.17185935465 -1.18967345516 -1.29408813395 -1.43679098123
-1.2973896463 -1.24696741947 -1.22317071709 -1.23174927667 -1.30663156903 -1.44673200839
-1.35874229544 -1.32198243347 -1.29735476251 -1.29266236064 -1.37810155802 -1.50176262028
-1.43562039972 -1.40465997153 -1.38159187626 -1.38583152413 -1.48162841609 -1.59729604922
-1.50909144097 -1.48712151555 -1.47391937185 -1.49044151512 -1.5883763581 -1.70414638694
-1.57658171375 -1.56478404291 -1.56265842004 -1.59442626101 -1.69869600728 -1.83398925535
-1.65231822531 -1.64774128602 -1.64768266886 -1.691937272 -1.81753272403 -1.9652902324
-1.726682252 -1.73363942785 -1.74123058612 -1.79452246092 -1.92919986439 -2.09630654737
-1.80384104603 -1.81540022303 -1.83003179669 -1.89916193011 -2.04848459552 -2.23326650353
-1.87622888169 -1.90136381414 -1.91858991231 -2.00988553147 -2.17393169131 -2.40136215717
-1.95480208496 -1.98427166405 -2.01524935547 -2.11446550374 -2.30943352188 -2.56897710138
-2.0269044755 -2.06057438379 -2.11059090119 -2.23187676 -2.44755692621 -2.7504394534
-2.09762592402 -2.15045750427 -2.1982960859 -2.36325053947 -2.60409929945 -2.92234292834
-2.16670684316 -2.23624876255 -2.2851956489 -2.48157510062 -2.7494504533 -3.06262671123
-2.24819218146 -2.30218659112 -2.39378322957 -2.60409929945 -2.8937055711 -3.26340711832
-2.29640525609 -2.3703623121 -2.45923540229 -2.6988058857 -3.0251769136 -3.49353356374
-2.31927284261 -2.39843574504 -2.5207410558 -2.83143145098 -3.209619116 -3.75780372654
-2.38590636838 -2.49717936127 -2.63875833007 -3.00647998569 -3.4486674966 -4.0261098774
-2.56605309532 -2.67694728273 -2.8173449897 -3.22263807699 -3.76286844263 -4.48944284763
-2.76799292075 -2.86684031012 -3.0251769136 -3.47871898224 -4.07290635047 -4.9532001408
-2.98919779407 -3.11008066676 -3.30885108735 -3.8578722588 -4.61438158424 -5.69356283029
-3.25700265967 -3.40408536395 -3.63952461961 -4.25423013646 -5.06517390024 -5.99459282595
-3.52110585589 -3.76032870158 -3.9881267837 -4.77710888174 -6.29562282162 0.0
-3.85471373955 -4.12536110622 -4.53219482806 -5.39253283463 -6.29562282162 0.0
-4.15574373522 -4.54743479461 -5.04035031651 -5.99459282595 0.0 0.0
-4.48270946498 -4.9532001408 -5.29562282162 -6.29562282162 0.0 0.0
-4.86425905746 -5.06517390024 -5.59665281728 0.0 0.0 0.0
-5.09150283896 -5.8185015669 0.0 0.0 0.0 0.0
-5.39253283463 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#beta_disk = 2
-3.32527594539 -3.05035698216 -2.66074268085 -2.81633550514 -2.99070165972 -3.24062696009
-3.20255151524 -2.92510973202 -2.5513298385 -2.63608691446 -2.78871209607 -2.97237072145
-3.09779112829 -2.81146539725 -2.4196938367 -2.48110886925 -2.58330991294 -2.72730373652
-3.00049573637 -2.70244755814 -2.29384585454 -2.3019221268 -2.33763264321 -2.41020505651
-2.87914874252 -2.58669228581 -2.16017212227 -2.10498302377 -2.07228266274 -2.05928713566
-2.7876320968 -2.47260529817 -2.022158549 -1.90698885227 -1.86177301449 -2.06181475589
-2.66846186924 -2.34205640736 -1.89912706942 -1.92346596945 -2.1250677631 -2.39231574165
-2.51093422212 -2.16619074746 -1.82000973678 -1.97276289823 -1.98546075641 -1.96726360807
-2.13249127558 -1.85008088725 -1.69566337281 -1.67882184014 -1.69466081064 -1.91310149743
-1.94889831266 -1.70285777723 -1.49339658393 -1.57712113275 -1.605134356 -1.78396668949
-1.70075534876 -1.57702979935 -1.34749850325 -1.45793339641 -1.54253791677 -1.71354808989
-1.55504698533 -1.4264439247 -1.2061239478 -1.35208873626 -1.48134192237 -1.63273283346
-1.39208248768 -1.2692039677 -1.07933285292 -1.24994003613 -1.40445347158 -1.55060271084
-1.22662480954 -1.071644311 -0.957489180584 -1.13682323913 -1.36196852954 -1.46358678084
-1.10613812262 -0.919482202933 -0.903268867835 -1.05054960571 -1.2533545345 -1.3935491863
-1.04515158534 -0.898032126152 -0.928319093623 -1.0319015592 -1.18004226232 -1.36338757851
-1.00957074384 -0.948978459006 -0.969758385003 -1.06249466514 -1.21434394039 -1.42574014826
-1.03215482319 -1.03883534403 -1.07095770385 -1.15940975611 -1.33825501319 -1.5454385329
-1.14168911399 -1.16514109651 -1.19921688263 -1.3062442056 -1.48564584613 -1.70283559331
-1.26197795394 -1.29156812631 -1.33237347548 -1.4534630847 -1.6503774503 -1.8739859949
-1.37007868699 -1.40806178069 -1.45910249472 -1.59480665233 -1.79938527645 -2.03390804582
-1.4794544627 -1.53888024441 -1.59597584579 -1.74815579919 -1.96435752994 -2.22851475256
-1.59567241919 -1.66849261322 -1.73563245641 -1.91474255815 -2.15298311379 -2.45470162142
-1.71620510074 -1.80152390995 -1.89188477125 -2.09112299745 -2.36411409975 -2.69399734206
-1.83283563069 -1.9398074665 -2.03082860221 -2.27992783309 -2.57405950326 -2.96969686585
-1.95284495423 -2.06583862378 -2.18483116085 -2.46311390891 -2.79717441844 -3.23909909754
-2.0672481312 -2.19442583575 -2.33581850511 -2.65029882006 -3.05632334249 -3.60542674159
-2.21909160236 -2.34995732219 -2.50344132547 -2.87715580067 -3.33325348595 -3.93578733928
-2.43200260135 -2.56034337356 -2.71721285129 -3.13816605348 -3.62816986873 -4.37654472924
-2.66185147554 -2.77935193889 -2.94634529415 -3.42815533376 -4.03317173189 -4.83322482372
-2.89147357241 -3.02378121508 -3.23681733494 -3.80286243259 -4.48944284763 -5.8185015669
-3.16368352641 -3.32388323073 -3.56242555651 -4.19871280861 -5.34138031218 -5.99459282595
-3.42114100392 -3.62352496368 -3.96520904827 -4.75155477727 -5.69356283029 0.0
-3.6881677984 -4.03317173189 -4.45677373088 -5.51747157123 -6.29562282162 0.0
-4.02845109322 -4.46954801892 -4.9532001408 -5.99459282595 0.0 0.0
-4.32713987306 -4.8185015669 -5.51747157123 0.0 0.0 0.0
-4.80426112778 -5.14949478594 -5.4505247816 0.0 0.0 0.0
-4.99459282595 -5.8185015669 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#tau_reinc = 0
-2.75404357767 -2.41589632498 -1.69506373681 -2.13278967774 -2.64405408275 -2.98962693885
-2.26859956703 -1.90631494996 -1.81652280351 -1.778889185 -2.11584130578 -2.5720029861
-1.98994907595 -1.67926285488 -1.55038402892 -1.80615654032 -1.82693586985 -2.01300070874
-1.7441972229 -1.62782443849 -1.41317797804 -1.59157531173 -1.85790396028 -2.07721862237
-1.59150663771 -1.5028180484 -1.31707712116 -1.47668468859 -1.64218839181 -1.93808816702
-1.51237689616 -1.4182111585 -1.25757520896 -1.40233277198 -1.52708091208 -1.79304549996
-1.4419124449 -1.35404679621 -1.2093876015 -1.34801757258 -1.48015797797 -1.68513300349
-1.39299451783 -1.29302915796 -1.1687871099 -1.30321070446 -1.43629835221 -1.61824402466
-1.36917232938 -1.22960641805 -1.13851072446 -1.27137940838 -1.43698337838 -1.56987448862
-1.34611083927 -1.19674038596 -1.12781533579 -1.24421944593 -1.4220058147 -1.53380770401
-1.30748320143 -1.16346563256 -1.13236898994 -1.23795671771 -1.40482747602 -1.51084154069
-1.28939217514 -1.14006817343 -1.15257677828 -1.26086205165 -1.39231574165 -1.51206224182
-1.28402700615 -1.15003799362 -1.18836196107 -1.29025352646 -1.40643320957 -1.53618918144
-1.25612938649 -1.19334351346 -1.23734487734 -1.33180195138 -1.44177865303 -1.57810210116
-1.24784189688 -1.2564308642 -1.29214074766 -1.37059450686 -1.48793899539 -1.6380602687
-1.30248210006 -1.32069223449 -1.35010992298 -1.41390158868 -1.54040371208 -1.6938343492
-1.36942962504 -1.38609353547 -1.40471021609 -1.46229080722 -1.59283052382 -1.74557801205
-1.42974929341 -1.43911143495 -1.44838341391 -1.51091283234 -1.64174489965 -1.82120257449
-1.47217467698 -1.46971009934 -1.48230876267 -1.56564044857 -1.71133683862 -1.92464737226
-1.48340489264 -1.49238427391 -1.53225473487 -1.63927542717 -1.82235487878 -2.08386172791
-1.52187293495 -1.58448230337 -1.63818449892 -1.76220667982 -1.97862565093 -2.26864037843
-1.65496253588 -1.7093844428 -1.75268541339 -1.90484663181 -2.14364042616 -2.45288880267
-1.78232529741 -1.82739368266 -1.87901559483 -2.04095392256 -2.30920941615 -2.61838097567
-1.90278522895 -1.94500658464 -2.00578870013 -2.19628754393 -2.45872930524 -2.78200574783
-2.00820182586 -2.07015846241 -2.1273021561 -2.33596145134 -2.60587012548 -2.95577403858
-2.1210978437 -2.16313899662 -2.23871797028 -2.44737210694 -2.7504394534 -3.17768898658
-2.16638421149 -2.22993109352 -2.31698587323 -2.58120922933 -2.93902338589 -3.43349144231
-2.26175695427 -2.34863048087 -2.47143188097 -2.77057801458 -3.16884224461 -3.76032870158
-2.45898228005 -2.57028300571 -2.69399734206 -3.0396270949 -3.50183243693 -4.16528905312
-2.67935741634 -2.78387311027 -2.93959696443 -3.34720985584 -3.85314305255 -4.64241030784
-2.9203250834 -3.05159323259 -3.23228946267 -3.72159155389 -4.34138031218 -5.59665281728
-3.19011263685 -3.356103569 -3.57712113275 -4.19871280861 -4.97340352688 -5.69356283029
-3.4887647921 -3.71469784594 -3.97340352688 -4.6828389649 -5.8185015669 0.0
-3.78240522155 -4.09696573466 -4.53219482806 -5.39253283463 0.0 0.0
-4.16208391325 -4.64241030784 -5.06517390024 -5.99459282595 0.0 0.0
-4.57961947798 -5.01686922067 -5.4505247816 0.0 0.0 0.0
-4.8185015669 -5.18167946931 -5.8185015669 0.0 0.0 0.0
-5.39253283463 0.0 0.0 0.0 0.0 0.0
-6.29562282162 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#tau_reinc = 1e10
-3.65306837602      -3.48077010599         -2.97143393402       -2.99484953036      -3.40520180282      -3.91099249109
-2.93888445056      -2.69257691731         -2.05423030922       -2.22128520625      -2.92736975501      -3.42933548253
-2.2161455666       -1.96164090908         -1.609501089         -1.70219577278      -2.00952987907      -2.73764559808
-1.90383633092      -1.62945810423         -1.54969604145       -1.66975592802      -1.8118721844       -1.91133458995
-1.62150185559      -1.47189612769         -1.34219966389       -1.44335525836      -1.67602108711      -2.05628010862
-1.43154074537      -1.33301244557         -1.16448700741       -1.26512172215      -1.4715976264       -1.73964616392
-1.2830866025       -1.17903590543         -1.0118832015        -1.14951452705      -1.3428831996       -1.58714784086
-1.15373398714      -1.03652437043         -0.896981559524      -1.05518726718      -1.25989007454      -1.46122870939
-1.07823220691      -0.93485561489         -0.862483401054      -0.990856834532     -1.20942450603      -1.36183469649
-1.04020162901      -0.912798391689        -0.881321175204      -0.989203643191     -1.15929522807      -1.30330111253
-1.04805392506      -0.953849195917        -0.937726418654      -1.02132471033      -1.15569996466      -1.31137585472
-1.08767232715      -1.02662088785         -1.0264067255        -1.10900033167      -1.21754252453      -1.35475648844
-1.1501131085       -1.1148335206          -1.13247093745       -1.21673284793      -1.34074381359      -1.46623483014
-1.23455813166      -1.21174900155         -1.2543511097        -1.34715650599      -1.46924170481      -1.59421341871
-1.32394475347      -1.32695524164         -1.38682645065       -1.47794749519      -1.60385035335      -1.74080009828
-1.43032929185      -1.46546183472         -1.5111416928        -1.60116121484      -1.74290815938      -1.8983545145
-1.55259294153      -1.58913159236         -1.63031734919       -1.7223629138       -1.87823417545      -2.04823212795
-1.66989330399      -1.70593312368         -1.74706143972       -1.84783354819      -2.00487812738      -2.2119540993
-1.79718068338      -1.81981036862         -1.85118764861       -1.96114165375      -2.15224744252      -2.36829446201
-1.89205621908      -1.926341167           -1.95876845396       -2.07873509543      -2.29158690164      -2.54881884376
-2.001663936        -2.02945957031         -2.0790371083        -2.21209088497      -2.42843398873      -2.73512926799
-2.09802652776      -2.14112691934         -2.18101183739       -2.3418675216       -2.58214755203      -2.89951862065
-2.21380435078      -2.2362832003          -2.297791805         -2.46837694521      -2.74063836278      -3.07828246956
-2.28749900924      -2.33301244557         -2.39758611749       -2.59368608225      -2.89258033377      -3.28725495501
-2.3593696243       -2.42529341578         -2.49865763533       -2.71030568427      -3.05910846173      -3.53767495732
-2.41176015579      -2.47785918934         -2.59138648431       -2.83697124018      -3.21407913376      -3.6743520972
-2.44682930522      -2.54203976273         -2.62456784957       -2.95447618335      -3.34641029535      -3.88769141368
-2.53854441604      -2.61877131543         -2.74110062411       -3.11497570962      -3.53478926909      -4.0802977608
-2.7815462025       -2.857037326           -2.99734548253       -3.34455035897      -3.82727549121      -4.75952370694
-3.08283009731      -3.20861623806         -3.38640728199       -3.81339908772      -4.33355497467      -5.16969817203
-3.32548735292      -3.54057994797         -3.77175816336       -4.30722603594      -5.31582620771      -5.53767495732
-3.72032998588      -3.94291420474         -4.21545566259       -4.90085285974      -6.01479621204      0.0
-4.0802977608       -4.36158369827         -4.71376621638       -6.01479621204      0.0                 0.0
-4.40201235532      -5.01479621204         -5.53767495732       0.0                 0.0                 0.0
-4.78434729066      -5.31582620771         0.0                  0.0                 0.0                 0.0
-5.31582620771      -6.01479621204         0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
0.0                 0.0                    0.0                  0.0                 0.0                 0.0
#kappa_agn = 0.0002
-2.75279739466 -2.414124042 -1.69100802214 -2.12556656437 -2.63761142496 -3.00536555222
-2.26260137694 -1.89803038758 -1.77396180651 -1.78047782685 -2.12310745861 -2.57480223985
-1.96346725022 -1.65846344163 -1.49999302997 -1.76750348773 -1.82394980312 -2.01076364488
-1.70958717363 -1.57697998922 -1.3443436013 -1.54777616012 -1.8218731646 -2.07215284046
-1.52435143989 -1.41772764328 -1.22440748932 -1.41205790707 -1.59883846616 -1.91119771806
-1.40127906246 -1.28683960351 -1.12908318583 -1.31790378787 -1.47891763795 -1.74517431872
-1.28830613907 -1.16498997548 -1.05205897461 -1.23495897086 -1.40013397614 -1.62522851717
-1.22231880621 -1.07472012648 -1.01878203687 -1.16677462628 -1.35827547131 -1.53690012307
-1.20327769877 -1.0377907112 -1.02422735079 -1.13461138671 -1.3158332392 -1.46589461276
-1.18665548395 -1.04672306785 -1.04642935771 -1.14244539008 -1.29181774805 -1.42757822945
-1.13706433805 -1.06182236093 -1.06865965282 -1.1512510206 -1.27961378688 -1.42670813517
-1.13501625061 -1.10469193041 -1.1283025325 -1.19923427493 -1.29472042726 -1.44024300173
-1.19570058942 -1.18136221617 -1.21601834474 -1.26615787498 -1.36822165864 -1.49613064025
-1.26945741278 -1.28544163361 -1.31632034358 -1.3633672737 -1.47259877042 -1.59058916515
-1.35697802964 -1.39338053564 -1.42205229624 -1.47316051586 -1.57999547246 -1.69904771614
-1.45732166508 -1.49345137067 -1.51971396695 -1.57676421134 -1.69199135937 -1.83085019573
-1.55742911551 -1.59105194643 -1.6132159834 -1.67751193988 -1.81155086866 -1.95854310982
-1.65154875915 -1.68695775049 -1.71186877798 -1.78005362049 -1.9242593701 -2.09117724019
-1.73755056252 -1.77159038674 -1.80224843091 -1.89092591221 -2.04393594345 -2.23352992899
-1.81863187479 -1.86446821257 -1.89284575201 -1.99830010741 -2.17383325276 -2.40086382725
-1.90458180195 -1.95075917182 -1.9920596057 -2.10506702928 -2.30679641457 -2.56581031446
-1.98091312866 -2.02915592618 -2.08715459135 -2.22466190582 -2.44070979931 -2.75429324395
-2.05370296847 -2.1224074069 -2.1775565999 -2.35257371061 -2.6040109474 -2.91831657055
-2.13831719129 -2.21208437039 -2.27650653117 -2.48559203521 -2.76172372082 -3.06722246292
-2.22256466063 -2.29445180668 -2.38622727565 -2.61765106881 -2.88755253573 -3.26583335079
-2.30515076809 -2.3812796645 -2.48971436654 -2.71997320686 -3.0261098774 -3.46631904879
-2.3823919505 -2.477396928 -2.58364696727 -2.83743838605 -3.19147727106 -3.7079118566
-2.47766101709 -2.55376242755 -2.65713356466 -2.97568438164 -3.3963496343 -3.97547653551
-2.55502330881 -2.65385135096 -2.76274110221 -3.10866648615 -3.61257578338 -4.29562282162
-2.63665797895 -2.74040741649 -2.90592527341 -3.32388323073 -3.87401889475 -4.77710888174
-2.7399239269 -2.87270484085 -3.04642446423 -3.54821101373 -4.23871797028 -5.34138031218
-2.88417147948 -3.00469826224 -3.21212020179 -3.83172983263 -4.66215436604 -5.8185015669
-3.05233667553 -3.25383550265 -3.49835528079 -4.25423013646 -5.39253283463 -5.99459282595
-3.29475510009 -3.5039321726 -3.83623033386 -4.66215436604 -5.99459282595 0.0
-3.53671092922 -3.84230448157 -4.20926299094 -5.25423013646 -6.29562282162 0.0
-3.89422228084 -4.27443352255 -4.80426112778 -5.99459282595 0.0 0.0
-4.23116483239 -4.715839225 -5.25423013646 0.0 0.0 0.0
-4.53974796595 -5.06517390024 -5.51747157123 0.0 0.0 0.0
-5.01686922067 -5.69356283029 0.0 0.0 0.0 0.0
-5.39253283463 -6.29562282162 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
